x,y,height,is_low_point,basin_number
78,14,3,0,38
79,14,5,0,38
80,14,7,0,38
81,14,8,0,38
82,14,9,0
83,14,9,0
84,14,9,0
85,14,6,0,36
86,14,5,0,36
87,14,4,1,36
88,14,5,0,36
89,14,8,0,36
90,14,9,0
91,14,5,0,41
92,14,4,0,41
93,14,3,0,41
94,14,2,0,41
95,14,3,0,41
96,14,4,0,41
97,14,5,0,41
98,14,7,0,41
99,14,7,0,41
0,15,9,0
1,15,9,0
2,15,8,0,34
3,15,9,0
4,15,5,0,34
5,15,4,0,34
6,15,4,0,34
7,15,6,0,34
8,15,8,0,34
9,15,9,0
10,15,4,0,39
11,15,2,0,39
12,15,3,0,39
13,15,4,0,39
14,15,5,0,39
15,15,6,0,39
16,15,8,0,39
17,15,9,0
18,15,8,0,43
19,15,9,0
20,15,5,0,37
21,15,3,0,37
22,15,2,0,37
23,15,1,1,37
24,15,2,0,37
25,15,5,0,37
26,15,6,0,37
27,15,8,0,37
28,15,9,0
29,15,9,0
30,15,8,0,31
31,15,9,0
32,15,8,0,45
33,15,7,0,45
34,15,5,0,45
35,15,4,0,45
36,15,5,0,45
37,15,6,0,45
38,15,8,0,45
39,15,7,0,45
40,15,8,0,45
41,15,9,0
42,15,9,0
43,15,8,0,47
44,15,8,0,47
45,15,7,0,47
46,15,8,0,47
47,15,9,0
48,15,9,0
49,15,9,0
50,15,8,0,46
51,15,7,0,46
52,15,6,0,46
53,15,5,0,46
54,15,4,0,46
55,15,3,0,46
56,15,4,0,46
57,15,5,0,46
58,15,6,0,46
59,15,7,0,46
60,15,8,0,46
61,15,9,0
62,15,7,0,40
63,15,6,0,40
64,15,5,0,40
65,15,4,0,40
66,15,2,0,40
67,15,3,0,40
68,15,2,0,40
69,15,3,0,40
70,15,4,0,40
71,15,5,0,40
72,15,6,0,40
73,15,7,0,40
74,15,8,0,40
75,15,9,0
76,15,0,1,38
77,15,1,0,38
78,15,2,0,38
79,15,4,0,38
80,15,8,0,38
81,15,9,0
82,15,9,0
83,15,9,0
84,15,9,0
85,15,8,0,36
86,15,7,0,36
87,15,5,0,36
88,15,6,0,36
89,15,7,0,36
90,15,9,0
91,15,4,0,41
92,15,3,0,41
93,15,2,0,41
94,15,1,0,41
95,15,2,0,41
96,15,3,0,41
97,15,4,0,41
98,15,5,0,41
99,15,6,0,41
0,16,5,0,42
1,16,4,0,42
2,16,9,0
3,16,9,0
4,16,7,0,34
5,16,6,0,34
6,16,5,0,34
7,16,6,0,34
8,16,9,0
9,16,4,0,39
10,16,3,0,39
11,16,1,1,39
12,16,2,0,39
13,16,5,0,39
14,16,6,0,39
15,16,7,0,39
16,16,8,0,39
17,16,9,0
18,16,7,0,43
19,16,8,0,43
20,16,9,0
21,16,4,0,37
22,16,3,0,37
23,16,2,0,37
24,16,3,0,37
25,16,4,0,37
26,16,5,0,37
27,16,6,0,37
28,16,7,0,37
29,16,8,0,37
30,16,9,0
31,16,9,0
32,16,7,0,45
33,16,6,0,45
34,16,5,0,45
35,16,3,0,45
36,16,2,0,45
37,16,3,0,45
38,16,4,0,45
39,16,5,0,45
40,16,9,0
41,16,8,0,47
42,16,7,0,47
43,16,6,0,47
44,16,5,0,47
45,16,6,0,47
46,16,9,0
47,16,9,0
48,16,9,0
49,16,8,0,46
50,16,7,0,46
51,16,6,0,46
52,16,5,0,46
53,16,4,0,46
54,16,3,0,46
55,16,2,0,46
56,16,3,0,46
57,16,4,0,46
58,16,5,0,46
59,16,6,0,46
60,16,9,0
61,16,8,0,46
62,16,9,0
63,16,7,0,40
64,16,6,0,40
65,16,3,0,40
66,16,1,0,40
67,16,0,1,40
68,16,1,0,40
69,16,2,0,40
70,16,3,0,40
71,16,4,0,40
72,16,5,0,40
73,16,6,0,40
74,16,7,0,40
75,16,8,0,40
76,16,9,0
77,16,4,0,38
78,16,3,0,38
79,16,4,0,38
80,16,5,0,38
81,16,6,0,38
82,16,9,0
83,16,8,0,48
84,16,9,0
85,16,9,0
86,16,7,0,36
87,16,6,0,36
88,16,7,0,36
89,16,8,0,36
90,16,9,0
91,16,5,0,41
92,16,4,0,41
93,16,6,0,41
94,16,0,1,41
95,16,3,0,41
96,16,6,0,41
97,16,5,0,41
98,16,6,0,41
99,16,7,0,41
0,17,9,0
1,17,3,0,42
2,17,2,0,42
3,17,9,0
4,17,8,0,34
5,17,7,0,34
6,17,8,0,34
7,17,7,0,34
8,17,8,0,34
9,17,9,0
10,17,4,0,39
11,17,2,0,39
12,17,3,0,39
13,17,7,0,39
14,17,8,0,39
15,17,8,0,39
16,17,9,0
17,17,3,0,43
18,17,6,0,43
19,17,9,0
20,17,8,0,43
21,17,9,0
22,17,5,0,37
23,17,3,0,37
24,17,4,0,37
25,17,5,0,37
26,17,6,0,37
27,17,8,0,37
28,17,9,0
29,17,9,0
30,17,9,0
31,17,8,0,45
32,17,6,0,45
33,17,7,0,45
34,17,6,0,45
35,17,2,0,45
36,17,1,0,45
37,17,2,0,45
38,17,3,0,45
39,17,6,0,45
40,17,9,0
41,17,9,0
42,17,7,0,47
43,17,6,0,47
44,17,4,0,47
45,17,5,0,47
46,17,6,0,47
47,17,9,0
48,17,9,0
49,17,7,0,46
50,17,6,0,46
51,17,8,0,46
52,17,4,0,46
53,17,3,0,46
54,17,2,0,46
55,17,1,0,46
56,17,2,0,46
57,17,3,0,46
58,17,6,0,46
59,17,5,0,46
60,17,6,0,46
61,17,7,0,46
62,17,8,0,46
63,17,9,0
64,17,7,0,40
65,17,4,0,40
66,17,2,0,40
67,17,1,0,40
68,17,2,0,40
69,17,3,0,40
70,17,4,0,40
71,17,6,0,40
72,17,7,0,40
73,17,8,0,40
74,17,8,0,40
75,17,9,0
76,17,6,0,38
77,17,5,0,38
78,17,8,0,38
79,17,5,0,38
80,17,6,0,38
81,17,9,0
82,17,8,0,48
83,17,7,0,48
84,17,6,0,48
85,17,9,0
86,17,8,0,36
87,17,9,0
88,17,8,0,36
89,17,9,0
90,17,5,0,41
91,17,4,0,41
92,17,3,0,41
93,17,2,0,41
94,17,1,0,41
95,17,4,0,41
96,17,5,0,41
97,17,6,0,41
98,17,7,0,41
99,17,8,0,41
0,18,8,0,55
1,18,9,0
2,18,1,0,42
3,18,0,1,42
4,18,9,0
5,18,8,0,34
6,18,9,0
7,18,8,0,34
8,18,9,0
9,18,9,0
10,18,9,0
11,18,9,0
12,18,4,0,39
13,18,5,0,39
14,18,9,0
15,18,9,0
16,18,1,1,43
17,18,2,0,43
18,18,5,0,43
19,18,6,0,43
20,18,7,0,43
21,18,8,0,43
22,18,9,0
23,18,4,0,37
24,18,5,0,37
25,18,6,0,37
26,18,7,0,37
27,18,9,0
28,18,6,0,44
29,18,4,0,44
30,18,3,1,44
31,18,9,0
32,18,5,0,45
33,18,3,0,45
34,18,2,0,45
35,18,1,0,45
36,18,0,1,45
37,18,5,0,45
38,18,6,0,45
39,18,9,0
40,18,8,0,47
41,18,7,0,47
42,18,6,0,47
43,18,5,0,47
44,18,3,0,47
45,18,4,0,47
46,18,9,0
47,18,8,0,46
48,18,7,0,46
49,18,6,0,46
50,18,5,0,46
51,18,4,0,46
52,18,3,0,46
53,18,2,0,46
54,18,1,0,46
55,18,0,1,46
56,18,1,0,46
57,18,2,0,46
58,18,3,0,46
59,18,4,0,46
60,18,8,0,46
61,18,9,0
62,18,9,0
63,18,9,0
64,18,8,0,40
65,18,4,0,40
66,18,3,0,40
67,18,4,0,40
68,18,3,0,40
69,18,4,0,40
70,18,5,0,40
71,18,8,0,40
72,18,9,0
73,18,9,0
74,18,9,0
75,18,8,0,38
76,18,7,0,38
77,18,6,0,38
78,18,7,0,38
79,18,6,0,38
80,18,9,0
81,18,8,0,48
82,18,9,0
83,18,8,0,48
84,18,5,0,48
85,18,6,0,48
86,18,9,0
87,18,2,0,48
88,18,9,0
89,18,9,0
90,18,8,0,41
91,18,5,0,41
92,18,4,0,41
93,18,3,0,41
94,18,2,0,41
95,18,3,0,41
96,18,4,0,41
97,18,5,0,41
98,18,7,0,41
99,18,9,0
0,19,7,0,55
1,19,9,0
2,19,2,0,42
3,19,1,0,42
4,19,9,0
5,19,9,0
6,19,6,0,49
7,19,9,0
8,19,9,0
9,19,8,0,56
10,19,7,0,56
11,19,8,0,56
12,19,9,0
13,19,6,0,39
14,19,7,0,39
15,19,8,0,39
16,19,9,0
17,19,3,0,43
18,19,4,0,43
19,19,9,0
20,19,8,0,43
21,19,9,0
22,19,6,0,37
23,19,5,0,37
24,19,9,0
25,19,8,0,37
26,19,8,0,37
27,19,9,0
28,19,6,0,44
29,19,5,0,44
30,19,9,0
31,19,8,0,45
32,19,6,0,45
33,19,7,0,45
34,19,3,0,45
35,19,2,0,45
36,19,1,0,45
37,19,4,0,45
38,19,7,0,45
39,19,9,0
40,19,8,0,47
41,19,9,0
42,19,7,0,47
43,19,3,0,47
44,19,2,1,47
45,19,4,0,47
46,19,5,0,47
47,19,9,0
48,19,9,0
49,19,7,0,46
50,19,6,0,46
51,19,5,0,46
52,19,4,0,46
53,19,3,0,46
54,19,2,0,46
55,19,1,0,46
56,19,2,0,46
57,19,3,0,46
58,19,5,0,46
59,19,5,0,46
60,19,7,0,46
61,19,8,0,46
62,19,9,0
63,19,8,0,40
64,19,6,0,40
65,19,5,0,40
66,19,4,0,40
67,19,5,0,40
68,19,4,0,40
69,19,5,0,40
70,19,6,0,40
71,19,7,0,40
72,19,8,0,40
73,19,9,0
74,19,3,0,52
75,19,9,0
76,19,9,0
77,19,8,0,38
78,19,8,0,38
79,19,9,0
80,19,8,0,48
81,19,7,0,48
82,19,6,0,48
83,19,5,0,48
84,19,4,0,48
85,19,3,0,48
86,19,2,0,48
87,19,1,0,48
88,19,9,0
89,19,8,0,41
90,19,7,0,41
91,19,6,0,41
92,19,5,0,41
93,19,4,0,41
94,19,5,0,41
95,19,6,0,41
96,19,6,0,41
97,19,6,0,41
98,19,7,0,41
99,19,8,0,41
0,20,6,0,55
1,20,8,0,55
2,20,9,0
3,20,9,0
4,20,8,0,49
5,20,7,0,49
6,20,5,0,49
7,20,7,0,49
8,20,8,0,49
9,20,9,0
10,20,6,0,56
11,20,7,0,56
12,20,9,0
13,20,7,0,39
14,20,8,0,39
15,20,9,0
16,20,5,0,43
17,20,4,0,43
18,20,9,0
19,20,8,0,64
20,20,9,0
21,20,9,0
22,20,8,0,37
23,20,9,0
24,20,9,0
25,20,9,0
26,20,9,0
27,20,9,0
28,20,9,0
29,20,9,0
30,20,9,0
31,20,8,0,45
32,20,7,0,45
33,20,8,0,45
34,20,5,0,45
35,20,3,0,45
36,20,2,0,45
37,20,3,0,45
38,20,9,0
39,20,8,0,47
40,20,7,0,47
41,20,6,0,47
42,20,5,0,47
43,20,4,0,47
44,20,4,0,47
45,20,5,0,47
46,20,6,0,47
47,20,7,0,47
48,20,8,0,47
49,20,9,0
50,20,7,0,46
51,20,6,0,46
52,20,5,0,46
53,20,5,0,46
54,20,4,0,46
55,20,2,0,46
56,20,3,0,46
57,20,4,0,46
58,20,5,0,46
59,20,6,0,46
60,20,8,0,46
61,20,9,0
62,20,6,0,51
63,20,9,0
64,20,8,0,40
65,20,6,0,40
66,20,5,0,40
67,20,9,0
68,20,6,0,40
69,20,8,0,40
70,20,9,0
71,20,8,0,40
72,20,9,0
73,20,4,0,52
74,20,2,0,52
75,20,3,0,52
76,20,5,0,52
77,20,9,0
78,20,9,0
79,20,9,0
80,20,9,0
81,20,9,0
82,20,8,0,48
83,20,9,0
84,20,5,0,48
85,20,4,0,48
86,20,9,0
87,20,0,1,48
88,20,2,0,48
89,20,9,0
90,20,9,0
91,20,7,0,41
92,20,6,0,41
93,20,7,0,41
94,20,6,0,41
95,20,8,0,41
96,20,8,0,41
97,20,7,0,41
98,20,8,0,41
99,20,9,0
0,21,5,0,55
1,21,6,0,55
2,21,9,0
3,21,8,0,49
4,21,7,0,49
5,21,6,0,49
6,21,4,1,49
7,21,6,0,49
8,21,9,0
9,21,4,0,56
10,21,5,0,56
11,21,7,0,56
12,21,8,0,56
13,21,9,0
14,21,9,0
15,21,8,0,43
16,21,6,0,43
17,21,9,0
18,21,8,0,64
19,21,7,0,64
20,21,8,0,64
21,21,9,0
22,21,9,0
23,21,8,0,64
24,21,9,0
25,21,9,0
26,21,9,0
27,21,9,0
28,21,8,0,61
29,21,7,0,61
30,21,9,0
31,21,9,0
32,21,9,0
33,21,7,0,45
34,21,6,0,45
35,21,4,0,45
36,21,3,0,45
37,21,5,0,45
38,21,6,0,45
39,21,9,0
40,21,8,0,47
41,21,7,0,47
42,21,6,0,47
43,21,5,0,47
44,21,6,0,47
45,21,6,0,47
46,21,9,0
47,21,8,0,47
48,21,9,0
49,21,5,0,59
50,21,9,0
51,21,8,0,46
52,21,6,0,46
53,21,7,0,46
54,21,4,0,46
55,21,3,0,46
56,21,7,0,46
57,21,6,0,46
58,21,7,0,46
59,21,8,0,46
60,21,9,0
61,21,3,0,51
62,21,4,0,51
63,21,5,0,51
64,21,9,0
65,21,9,0
66,21,6,0,40
67,21,8,0,40
68,21,7,0,40
69,21,9,0
70,21,4,1,50
71,21,9,0
72,21,8,0,50
73,21,9,0
74,21,1,0,52
75,21,2,0,52
76,21,3,0,52
77,21,4,0,52
78,21,7,0,52
79,21,8,0,52
80,21,9,0
81,21,9,0
82,21,9,0
83,21,8,0,62
84,21,9,0
85,21,9,0
86,21,8,0,62
87,21,9,0
88,21,4,0,48
89,21,9,0
90,21,9,0
91,21,8,0,41
92,21,7,0,41
93,21,9,0
94,21,8,0,41
95,21,9,0
96,21,9,0
97,21,8,0,41
98,21,9,0
99,21,2,0,54
0,22,4,0,55
1,22,5,0,55
2,22,9,0
3,22,9,0
4,22,8,0,49
5,22,7,0,49
6,22,6,0,49
7,22,8,0,49
8,22,9,0
9,22,3,0,56
10,22,4,0,56
11,22,5,0,56
12,22,6,0,56
13,22,7,0,56
14,22,8,0,56
15,22,9,0
16,22,9,0
17,22,8,0,64
18,22,7,0,64
19,22,6,0,64
20,22,7,0,64
21,22,9,0
22,22,8,0,64
23,22,7,0,64
24,22,8,0,64
25,22,9,0
26,22,8,0,61
27,22,7,0,61
28,22,8,0,61
29,22,6,0,61
30,22,7,0,61
31,22,9,0
32,22,8,0,61
33,22,9,0
34,22,7,0,45
35,22,5,0,45
36,22,5,0,45
37,22,6,0,45
38,22,8,0,45
39,22,9,0
40,22,9,0
41,22,8,0,47
42,22,7,0,47
43,22,6,0,47
44,22,7,0,47
45,22,8,0,47
46,22,9,0
47,22,9,0
48,22,6,0,59
49,22,4,0,59
50,22,3,0,59
51,22,9,0
52,22,9,0
53,22,8,0,46
54,22,5,0,46
55,22,4,0,46
56,22,8,0,46
57,22,7,0,46
58,22,9,0
59,22,9,0
60,22,3,0,51
61,22,2,0,51
62,22,1,1,51
63,22,9,0
64,22,9,0
65,22,8,0,40
66,22,7,0,40
67,22,9,0
68,22,8,0,40
69,22,9,0
70,22,5,0,50
71,22,6,0,50
72,22,7,0,50
73,22,9,0
74,22,0,1,52
75,22,9,0
76,22,4,0,52
77,22,5,0,52
78,22,6,0,52
79,22,7,0,52
80,22,8,0,52
81,22,9,0
82,22,8,0,62
83,22,7,0,62
84,22,9,0
85,22,8,0,62
86,22,7,0,62
87,22,8,0,62
88,22,9,0
89,22,8,0,62
90,22,9,0
91,22,9,0
92,22,8,0,41
93,22,9,0
94,22,9,0
95,22,2,0,53
96,22,1,1,53
97,22,9,0
98,22,9,0
99,22,1,1,54
0,23,3,1,55
1,23,7,0,55
2,23,8,0,55
3,23,9,0
4,23,9,0
5,23,8,0,49
6,23,9,0
7,23,9,0
8,23,1,1,56
9,23,2,0,56
10,23,3,0,56
11,23,5,0,56
12,23,6,0,56
13,23,7,0,56
14,23,9,0
15,23,9,0
16,23,8,0,64
17,23,7,0,64
18,23,6,0,64
19,23,5,0,64
20,23,9,0
21,23,8,0,64
22,23,9,0
23,23,6,0,64
24,23,7,0,64
25,23,8,0,64
26,23,9,0
27,23,6,0,61
28,23,5,0,61
29,23,5,0,61
30,23,5,0,61
31,23,8,0,61
32,23,7,0,61
33,23,8,0,61
34,23,9,0
35,23,7,0,45
36,23,6,0,45
37,23,7,0,45
38,23,9,0
39,23,7,0,65
40,23,6,0,65
41,23,9,0
42,23,8,0,47
43,23,7,0,47
44,23,8,0,47
45,23,9,0
46,23,2,1,57
47,23,3,0,57
48,23,9,0
49,23,5,0,59
50,23,2,0,59
51,23,1,0,59
52,23,9,0
53,23,7,0,46
54,23,6,0,46
55,23,5,0,46
56,23,9,0
57,23,8,0,46
58,23,9,0
59,23,6,0,51
60,23,4,0,51
61,23,3,0,51
62,23,9,0
63,23,8,0,68
64,23,9,0
65,23,9,0
66,23,8,0,40
67,23,9,0
68,23,9,0
69,23,9,0
70,23,8,0,50
71,23,7,0,50
72,23,9,0
73,23,8,0,73
74,23,9,0
75,23,8,0,73
76,23,9,0
77,23,6,0,52
78,23,9,0
79,23,8,0,52
80,23,9,0
81,23,8,0,62
82,23,7,0,62
83,23,6,0,62
84,23,8,0,62
85,23,5,0,62
86,23,6,0,62
87,23,5,0,62
88,23,6,0,62
89,23,7,0,62
90,23,8,0,62
91,23,9,0
92,23,9,0
93,23,8,0,63
94,23,9,0
95,23,3,0,53
96,23,9,0
97,23,9,0
98,23,8,0,69
99,23,9,0
0,24,4,0,55
1,24,5,0,55
2,24,9,0
3,24,1,0,58
4,24,0,1,58
5,24,9,0
6,24,4,0,56
7,24,3,0,56
8,24,2,0,56
9,24,3,0,56
10,24,4,0,56
11,24,6,0,56
12,24,7,0,56
13,24,9,0
14,24,9,0
15,24,8,0,64
16,24,7,0,64
17,24,6,0,64
18,24,5,0,64
19,24,4,0,64
20,24,5,0,64
21,24,7,0,64
22,24,4,0,64
23,24,5,0,64
24,24,6,0,64
25,24,7,0,64
26,24,8,0,64
27,24,9,0
28,24,4,0,61
29,24,3,0,61
30,24,4,0,61
31,24,5,0,61
32,24,6,0,61
33,24,9,0
34,24,9,0
35,24,8,0,45
36,24,9,0
37,24,8,0,45
38,24,9,0
39,24,6,0,65
40,24,5,0,65
41,24,4,0,65
42,24,9,0
43,24,8,0,47
44,24,9,0
45,24,5,0,57
46,24,4,0,57
47,24,9,0
48,24,8,0,72
49,24,9,0
50,24,1,0,59
51,24,0,1,59
52,24,9,0
53,24,8,0,46
54,24,7,0,46
55,24,6,0,46
56,24,8,0,46
57,24,9,0
58,24,8,0,51
59,24,7,0,51
60,24,8,0,51
61,24,9,0
62,24,8,0,68
63,24,7,0,68
64,24,8,0,68
65,24,8,0,68
66,24,9,0
67,24,2,0,60
68,24,1,1,60
69,24,2,0,60
70,24,9,0
71,24,9,0
72,24,9,0
73,24,7,0,73
74,24,6,0,73
75,24,7,0,73
76,24,8,0,73
77,24,9,0
78,24,7,0,66
79,24,9,0
80,24,9,0
81,24,9,0
82,24,6,0,62
83,24,5,0,62
84,24,4,0,62
85,24,4,0,62
86,24,5,0,62
87,24,4,0,62
88,24,5,0,62
89,24,7,0,62
90,24,8,0,62
91,24,9,0
92,24,5,0,63
93,24,7,0,63
94,24,8,0,63
95,24,9,0
96,24,8,0,69
97,24,7,0,69
98,24,6,0,69
99,24,7,0,69
0,25,6,0,55
1,25,9,0
2,25,8,0,70
3,25,9,0
4,25,9,0
5,25,8,0,56
6,25,6,0,56
7,25,9,0
8,25,3,0,56
9,25,4,0,56
10,25,7,0,56
11,25,8,0,56
12,25,9,0
13,25,9,0
14,25,9,0
15,25,9,0
16,25,9,0
17,25,7,0,64
18,25,4,0,64
19,25,3,0,64
20,25,1,0,64
21,25,2,0,64
22,25,3,0,64
23,25,4,0,64
24,25,5,0,64
25,25,9,0
26,25,9,0
27,25,4,0,61
28,25,3,0,61
29,25,2,1,61
30,25,3,0,61
31,25,6,0,61
32,25,7,0,61
33,25,9,0
34,25,4,0,67
35,25,9,0
36,25,2,0,67
37,25,9,0
38,25,7,0,65
39,25,6,0,65
40,25,4,0,65
41,25,3,0,65
42,25,2,0,65
43,25,9,0
44,25,7,0,57
45,25,6,0,57
46,25,9,0
47,25,8,0,72
48,25,7,0,72
49,25,8,0,72
50,25,9,0
51,25,9,0
52,25,7,0,72
53,25,9,0
54,25,8,0,46
55,25,7,0,46
56,25,9,0
57,25,9,0
58,25,9,0
59,25,8,0,51
60,25,9,0
61,25,8,0,68
62,25,7,0,68
63,25,6,0,68
64,25,8,0,68
65,25,7,0,68
66,25,8,0,68
67,25,9,0
68,25,2,0,60
69,25,3,0,60
70,25,9,0
71,25,8,0,73
72,25,7,0,73
73,25,6,0,73
74,25,5,0,73
75,25,7,0,73
76,25,8,0,73
77,25,9,0
78,25,6,0,66
79,25,7,0,66
80,25,9,0
81,25,9,0
82,25,9,0
83,25,4,0,62
84,25,3,0,62
85,25,2,0,62
86,25,1,1,62
87,25,3,0,62
88,25,4,0,62
89,25,8,0,62
90,25,9,0
91,25,5,0,63
92,25,4,1,63
93,25,5,0,63
94,25,9,0
95,25,9,0
96,25,9,0
97,25,8,0,69
98,25,5,0,69
99,25,8,0,69
0,26,9,0
1,26,8,0,70
2,26,7,0,70
3,26,8,0,70
4,26,9,0
5,26,9,0
6,26,9,0
7,26,8,0,56
8,26,7,0,56
9,26,5,0,56
10,26,6,0,56
11,26,7,0,56
12,26,9,0
13,26,8,0,76
14,26,9,0
15,26,9,0
16,26,9,0
17,26,6,0,64
18,26,5,0,64
19,26,4,0,64
20,26,0,1,64
21,26,1,0,64
22,26,2,0,64
23,26,3,0,64
24,26,4,0,64
25,26,8,0,64
26,26,9,0
27,26,5,0,61
28,26,9,0
29,26,7,0,61
30,26,4,0,61
31,26,7,0,61
32,26,9,0
33,26,9,0
34,26,3,0,67
35,26,2,0,67
36,26,1,0,67
37,26,9,0
38,26,8,0,65
39,26,6,0,65
40,26,5,0,65
41,26,9,0
42,26,1,0,65
43,26,0,1,65
44,26,9,0
45,26,9,0
46,26,8,0,72
47,26,7,0,72
48,26,6,0,72
49,26,4,0,72
50,26,5,0,72
51,26,4,0,72
52,26,5,0,72
53,26,6,0,72
54,26,9,0
55,26,8,0,46
56,26,9,0
57,26,8,0,79
58,26,9,0
59,26,9,0
60,26,8,0,68
61,26,7,0,68
62,26,6,0,68
63,26,5,0,68
64,26,7,0,68
65,26,6,0,68
66,26,7,0,68
67,26,8,0,68
68,26,9,0
69,26,9,0
70,26,8,0,73
71,26,7,0,73
72,26,6,0,73
73,26,6,0,73
74,26,4,0,73
75,26,5,0,73
76,26,7,0,73
77,26,9,0
78,26,5,1,66
79,26,9,0
80,26,8,0,78
81,26,8,0,78
82,26,8,0,78
83,26,9,0
84,26,4,0,62
85,26,3,0,62
86,26,2,0,62
87,26,4,0,62
88,26,5,0,62
89,26,9,0
90,26,9,0
91,26,7,0,63
92,26,5,0,63
93,26,9,0
94,26,8,0,69
95,26,9,0
96,26,1,0,69
97,26,2,0,69
98,26,4,0,69
99,26,5,0,69
0,27,3,0,70
1,27,5,0,70
2,27,6,0,70
3,27,9,0
4,27,4,0,74
5,27,3,0,74
6,27,2,0,74
7,27,9,0
8,27,8,0,56
9,27,7,0,56
10,27,8,0,56
11,27,9,0
12,27,8,0,76
13,27,7,0,76
14,27,9,0
15,27,9,0
16,27,8,0,64
17,27,7,0,64
18,27,6,0,64
19,27,3,0,64
20,27,1,0,64
21,27,2,0,64
22,27,4,0,64
23,27,5,0,64
24,27,6,0,64
25,27,7,0,64
26,27,8,0,64
27,27,9,0
28,27,8,0,61
29,27,6,0,61
30,27,5,0,61
31,27,6,0,61
32,27,7,0,61
33,27,8,0,61
34,27,9,0
35,27,1,0,67
36,27,0,1,67
37,27,1,0,67
38,27,9,0
39,27,7,0,65
40,27,9,0
41,27,8,0,77
42,27,9,0
43,27,9,0
44,27,8,0,72
45,27,7,0,72
46,27,6,0,72
47,27,5,0,72
48,27,4,0,72
49,27,3,0,72
50,27,2,0,72
51,27,3,0,72
52,27,6,0,72
53,27,9,0
54,27,8,0,79
55,27,9,0
56,27,8,0,79
57,27,7,0,79
58,27,9,0
59,27,9,0
60,27,9,0
61,27,6,0,68
62,27,5,0,68
63,27,4,0,68
64,27,3,1,68
65,27,4,0,68
66,27,7,0,68
67,27,9,0
68,27,9,0
69,27,8,0,73
70,27,7,0,73
71,27,6,0,73
72,27,5,0,73
73,27,4,0,73
74,27,3,0,73
75,27,4,0,73
76,27,5,0,73
77,27,9,0
78,27,9,0
79,27,8,0,78
80,27,7,0,78
81,27,6,0,78
82,27,7,0,78
83,27,9,0
84,27,5,0,62
85,27,6,0,62
86,27,3,0,62
87,27,4,0,62
88,27,6,0,62
89,27,7,0,62
90,27,8,0,62
91,27,9,0
92,27,9,0
93,27,8,0,69
94,27,7,0,69
95,27,8,0,69
96,27,0,1,69
97,27,1,0,69
98,27,3,0,69
99,27,4,0,69
0,28,2,0,70
1,28,1,1,70
2,28,7,0,70
3,28,8,0,70
4,28,9,0
5,28,2,0,74
6,28,1,0,74
7,28,2,0,74
8,28,9,0
9,28,8,0,56
10,28,9,0
11,28,8,0,76
12,28,7,0,76
13,28,6,0,76
14,28,7,0,76
15,28,8,0,76
16,28,9,0
17,28,9,0
18,28,7,0,64
19,28,3,0,64
20,28,2,0,64
21,28,4,0,64
22,28,7,0,64
23,28,6,0,64
24,28,7,0,64
25,28,8,0,64
26,28,9,0
27,28,0,1,71
28,28,9,0
29,28,7,0,61
30,28,6,0,61
31,28,7,0,61
32,28,8,0,61
33,28,9,0
34,28,9,0
35,28,9,0
36,28,1,0,67
37,28,2,0,67
38,28,9,0
39,28,9,0
40,28,8,0,77
41,28,7,0,77
42,28,9,0
43,28,8,0,77
44,28,9,0
45,28,9,0
46,28,7,0,72
47,28,6,0,72
48,28,3,0,72
49,28,2,0,72
50,28,1,1,72
51,28,2,0,72
52,28,9,0
53,28,9,0
54,28,7,0,79
55,28,6,0,79
56,28,5,0,79
57,28,6,0,79
58,28,7,0,79
59,28,9,0
60,28,9,0
61,28,8,0,68
62,28,7,0,68
63,28,5,0,68
64,28,6,0,68
65,28,5,0,68
66,28,6,0,68
67,28,7,0,68
68,28,8,0,68
69,28,9,0
70,28,8,0,73
71,28,5,0,73
72,28,4,0,73
73,28,3,0,73
74,28,2,0,73
75,28,0,1,73
76,28,9,0
77,28,8,0,78
78,28,7,0,78
79,28,7,0,78
80,28,6,0,78
81,28,5,0,78
82,28,8,0,78
83,28,9,0
84,28,9,0
85,28,7,0,62
86,28,4,0,62
87,28,5,0,62
88,28,9,0
89,28,8,0,62
90,28,9,0
91,28,8,0,81
92,28,9,0
93,28,9,0
94,28,5,0,69
95,28,4,0,69
96,28,3,0,69
97,28,2,0,69
98,28,3,0,69
99,28,6,0,69
0,29,9,0
1,29,9,0
2,29,9,0
3,29,9,0
4,29,2,0,74
5,29,1,0,74
6,29,0,1,74
7,29,1,0,74
8,29,2,0,74
9,29,9,0
10,29,9,0
11,29,9,0
12,29,6,0,76
13,29,5,0,76
14,29,3,0,76
15,29,2,0,76
16,29,1,0,76
17,29,9,0
18,29,8,0,64
19,29,9,0
20,29,3,0,64
21,29,5,0,64
22,29,6,0,64
23,29,9,0
24,29,8,0,64
25,29,9,0
26,29,2,0,71
27,29,1,0,71
28,29,9,0
29,29,8,0,61
30,29,7,0,61
31,29,8,0,61
32,29,9,0
33,29,0,1,75
34,29,9,0
35,29,8,0,88
36,29,9,0
37,29,9,0
38,29,8,0,77
39,29,7,0,77
40,29,6,0,77
41,29,5,0,77
42,29,6,0,77
43,29,7,0,77
44,29,8,0,77
45,29,9,0
46,29,8,0,72
47,29,9,0
48,29,5,0,72
49,29,3,0,72
50,29,4,0,72
51,29,9,0
52,29,8,0,79
53,29,8,0,79
54,29,9,0
55,29,5,0,79
