x,y,type,count,orth_count,diag_count
257,288,Diagonal,2,0,2
286,288,Combination,2,1,1
290,288,Combination,2,1,1
308,288,Diagonal,2,0,2
337,288,Combination,2,1,1
355,288,Orthogonal,2,2,0
542,288,Diagonal,2,0,2
667,288,Diagonal,2,0,2
788,288,Combination,2,1,1
840,288,Combination,2,1,1
865,288,Diagonal,2,0,2
77,289,Orthogonal,2,2,0
163,289,Combination,2,1,1
258,289,Combination,3,1,2
264,289,Combination,2,1,1
281,289,Combination,2,1,1
288,289,Combination,2,1,1
290,289,Combination,2,1,1
346,289,Combination,2,1,1
355,289,Orthogonal,2,2,0
482,289,Combination,2,1,1
665,289,Combination,2,1,1
666,289,Diagonal,2,0,2
864,289,Diagonal,2,0,2
77,290,Orthogonal,2,2,0
163,290,Orthogonal,2,2,0
164,290,Combination,2,1,1
167,290,Combination,2,1,1
182,290,Orthogonal,2,2,0
201,290,Orthogonal,2,2,0
205,290,Orthogonal,2,2,0
228,290,Orthogonal,2,2,0
234,290,Combination,2,1,1
238,290,Orthogonal,2,2,0
240,290,Combination,2,1,1
252,290,Combination,2,1,1
258,290,Both,3,2,1
259,290,Combination,3,1,2
264,290,Both,3,2,1
265,290,Combination,2,1,1
271,290,Combination,2,1,1
274,290,Combination,2,1,1
281,290,Orthogonal,2,2,0
282,290,Combination,2,1,1
283,290,Orthogonal,2,2,0
286,290,Orthogonal,2,2,0
288,290,Both,3,2,1
289,290,Combination,2,1,1
290,290,Orthogonal,2,2,0
291,290,Combination,2,1,1
292,290,Combination,2,1,1
296,290,Combination,2,1,1
299,290,Combination,2,1,1
300,290,Combination,2,1,1
304,290,Combination,2,1,1
306,290,Combination,2,1,1
310,290,Combination,2,1,1
328,290,Combination,2,1,1
337,290,Both,3,2,1
339,290,Combination,2,1,1
343,290,Combination,2,1,1
346,290,Both,3,2,1
347,290,Combination,2,1,1
355,290,Orthogonal,3,3,0
361,290,Combination,2,1,1
370,290,Combination,2,1,1
371,290,Combination,2,1,1
375,290,Orthogonal,2,2,0
384,290,Combination,2,1,1
393,290,Orthogonal,2,2,0
404,290,Orthogonal,2,2,0
420,290,Orthogonal,2,2,0
425,290,Orthogonal,2,2,0
430,290,Combination,2,1,1
431,290,Combination,2,1,1
441,290,Combination,2,1,1
449,290,Orthogonal,2,2,0
452,290,Orthogonal,2,2,0
456,290,Both,3,2,1
462,290,Orthogonal,2,2,0
475,290,Orthogonal,2,2,0
476,290,Orthogonal,2,2,0
477,290,Orthogonal,2,2,0
478,290,Orthogonal,2,2,0
479,290,Orthogonal,2,2,0
480,290,Orthogonal,2,2,0
481,290,Both,3,2,1
482,290,Orthogonal,3,3,0
483,290,Orthogonal,2,2,0
484,290,Orthogonal,2,2,0
485,290,Orthogonal,2,2,0
486,290,Orthogonal,2,2,0
487,290,Orthogonal,2,2,0
488,290,Orthogonal,2,2,0
489,290,Orthogonal,2,2,0
490,290,Orthogonal,2,2,0
491,290,Orthogonal,2,2,0
492,290,Orthogonal,2,2,0
493,290,Orthogonal,2,2,0
494,290,Orthogonal,2,2,0
495,290,Orthogonal,2,2,0
496,290,Orthogonal,2,2,0
497,290,Orthogonal,2,2,0
498,290,Orthogonal,2,2,0
499,290,Orthogonal,2,2,0
500,290,Both,3,2,1
501,290,Orthogonal,2,2,0
502,290,Both,3,2,1
503,290,Orthogonal,2,2,0
504,290,Both,3,2,1
505,290,Orthogonal,2,2,0
506,290,Both,3,2,1
507,290,Orthogonal,2,2,0
508,290,Orthogonal,2,2,0
509,290,Orthogonal,2,2,0
510,290,Orthogonal,2,2,0
511,290,Orthogonal,2,2,0
512,290,Orthogonal,2,2,0
513,290,Orthogonal,3,3,0
514,290,Orthogonal,2,2,0
515,290,Orthogonal,3,3,0
516,290,Orthogonal,2,2,0
517,290,Orthogonal,2,2,0
518,290,Orthogonal,2,2,0
519,290,Orthogonal,2,2,0
520,290,Orthogonal,2,2,0
521,290,Orthogonal,2,2,0
522,290,Both,3,2,1
523,290,Orthogonal,2,2,0
524,290,Orthogonal,2,2,0
525,290,Orthogonal,2,2,0
526,290,Orthogonal,2,2,0
527,290,Orthogonal,2,2,0
528,290,Orthogonal,2,2,0
529,290,Orthogonal,2,2,0
530,290,Orthogonal,3,3,0
531,290,Orthogonal,2,2,0
532,290,Orthogonal,2,2,0
533,290,Orthogonal,2,2,0
534,290,Orthogonal,3,3,0
535,290,Orthogonal,3,3,0
536,290,Orthogonal,3,3,0
537,290,Orthogonal,2,2,0
538,290,Orthogonal,2,2,0
539,290,Orthogonal,2,2,0
540,290,Both,3,2,1
541,290,Orthogonal,2,2,0
542,290,Orthogonal,2,2,0
543,290,Orthogonal,2,2,0
544,290,Both,3,2,1
545,290,Orthogonal,2,2,0
546,290,Orthogonal,2,2,0
547,290,Orthogonal,2,2,0
548,290,Orthogonal,3,3,0
549,290,Orthogonal,2,2,0
550,290,Orthogonal,2,2,0
551,290,Orthogonal,2,2,0
552,290,Orthogonal,2,2,0
553,290,Orthogonal,2,2,0
554,290,Orthogonal,2,2,0
555,290,Orthogonal,2,2,0
556,290,Orthogonal,2,2,0
557,290,Both,3,2,1
558,290,Orthogonal,2,2,0
559,290,Orthogonal,2,2,0
560,290,Orthogonal,3,3,0
561,290,Orthogonal,2,2,0
562,290,Orthogonal,2,2,0
563,290,Orthogonal,2,2,0
564,290,Orthogonal,2,2,0
565,290,Orthogonal,2,2,0
566,290,Both,3,2,1
567,290,Orthogonal,2,2,0
568,290,Orthogonal,2,2,0
569,290,Orthogonal,2,2,0
570,290,Orthogonal,2,2,0
571,290,Orthogonal,2,2,0
572,290,Orthogonal,2,2,0
573,290,Both,3,2,1
574,290,Orthogonal,2,2,0
575,290,Orthogonal,2,2,0
576,290,Orthogonal,2,2,0
577,290,Orthogonal,2,2,0
578,290,Orthogonal,2,2,0
579,290,Orthogonal,2,2,0
580,290,Both,3,2,1
581,290,Orthogonal,2,2,0
582,290,Orthogonal,2,2,0
583,290,Orthogonal,2,2,0
584,290,Both,3,2,1
585,290,Orthogonal,2,2,0
586,290,Orthogonal,2,2,0
587,290,Orthogonal,2,2,0
588,290,Orthogonal,2,2,0
589,290,Orthogonal,2,2,0
590,290,Orthogonal,2,2,0
591,290,Orthogonal,2,2,0
592,290,Orthogonal,3,3,0
593,290,Orthogonal,2,2,0
594,290,Orthogonal,2,2,0
595,290,Orthogonal,2,2,0
596,290,Orthogonal,2,2,0
597,290,Orthogonal,2,2,0
598,290,Orthogonal,2,2,0
599,290,Orthogonal,3,3,0
600,290,Orthogonal,2,2,0
601,290,Orthogonal,2,2,0
602,290,Orthogonal,2,2,0
603,290,Orthogonal,2,2,0
604,290,Orthogonal,2,2,0
605,290,Orthogonal,2,2,0
606,290,Orthogonal,2,2,0
607,290,Orthogonal,2,2,0
608,290,Orthogonal,2,2,0
609,290,Both,3,2,1
610,290,Orthogonal,3,3,0
611,290,Orthogonal,2,2,0
612,290,Orthogonal,2,2,0
613,290,Orthogonal,3,3,0
614,290,Orthogonal,2,2,0
615,290,Both,4,3,1
616,290,Orthogonal,2,2,0
617,290,Orthogonal,2,2,0
618,290,Orthogonal,2,2,0
619,290,Both,3,2,1
620,290,Orthogonal,2,2,0
621,290,Orthogonal,2,2,0
622,290,Orthogonal,2,2,0
623,290,Orthogonal,2,2,0
624,290,Both,3,2,1
625,290,Orthogonal,2,2,0
626,290,Orthogonal,2,2,0
627,290,Orthogonal,2,2,0
628,290,Orthogonal,3,3,0
629,290,Orthogonal,2,2,0
630,290,Orthogonal,2,2,0
631,290,Orthogonal,2,2,0
632,290,Orthogonal,2,2,0
633,290,Orthogonal,2,2,0
634,290,Orthogonal,2,2,0
635,290,Orthogonal,2,2,0
636,290,Both,3,2,1
637,290,Orthogonal,2,2,0
638,290,Orthogonal,2,2,0
639,290,Orthogonal,2,2,0
640,290,Orthogonal,2,2,0
641,290,Orthogonal,2,2,0
642,290,Orthogonal,2,2,0
643,290,Orthogonal,2,2,0
644,290,Orthogonal,2,2,0
645,290,Orthogonal,2,2,0
646,290,Orthogonal,2,2,0
647,290,Both,3,2,1
648,290,Orthogonal,2,2,0
649,290,Orthogonal,2,2,0
650,290,Orthogonal,2,2,0
651,290,Orthogonal,2,2,0
652,290,Orthogonal,2,2,0
653,290,Orthogonal,2,2,0
654,290,Orthogonal,2,2,0
655,290,Orthogonal,2,2,0
656,290,Orthogonal,2,2,0
657,290,Orthogonal,2,2,0
658,290,Orthogonal,2,2,0
659,290,Orthogonal,2,2,0
660,290,Orthogonal,2,2,0
661,290,Orthogonal,2,2,0
662,290,Orthogonal,2,2,0
663,290,Orthogonal,2,2,0
664,290,Both,3,2,1
665,290,Both,5,3,2
666,290,Orthogonal,2,2,0
667,290,Orthogonal,2,2,0
668,290,Orthogonal,2,2,0
669,290,Both,3,2,1
670,290,Orthogonal,2,2,0
671,290,Orthogonal,2,2,0
672,290,Orthogonal,2,2,0
673,290,Orthogonal,3,3,0
674,290,Orthogonal,2,2,0
675,290,Both,3,2,1
676,290,Orthogonal,2,2,0
677,290,Orthogonal,2,2,0
678,290,Orthogonal,2,2,0
679,290,Orthogonal,2,2,0
680,290,Orthogonal,2,2,0
681,290,Orthogonal,2,2,0
682,290,Orthogonal,2,2,0
683,290,Both,4,2,2
684,290,Orthogonal,2,2,0
685,290,Orthogonal,2,2,0
686,290,Both,4,3,1
687,290,Orthogonal,2,2,0
688,290,Orthogonal,2,2,0
689,290,Orthogonal,2,2,0
690,290,Orthogonal,2,2,0
691,290,Orthogonal,2,2,0
692,290,Orthogonal,2,2,0
693,290,Orthogonal,2,2,0
694,290,Orthogonal,2,2,0
695,290,Orthogonal,2,2,0
696,290,Orthogonal,2,2,0
697,290,Orthogonal,2,2,0
698,290,Both,3,2,1
699,290,Orthogonal,2,2,0
700,290,Orthogonal,2,2,0
701,290,Orthogonal,2,2,0
702,290,Orthogonal,2,2,0
703,290,Orthogonal,2,2,0
704,290,Orthogonal,2,2,0
705,290,Orthogonal,2,2,0
706,290,Orthogonal,2,2,0
707,290,Both,3,2,1
708,290,Orthogonal,2,2,0
709,290,Orthogonal,2,2,0
710,290,Orthogonal,2,2,0
711,290,Both,3,2,1
712,290,Orthogonal,2,2,0
713,290,Orthogonal,2,2,0
714,290,Orthogonal,2,2,0
715,290,Orthogonal,2,2,0
716,290,Orthogonal,2,2,0
717,290,Orthogonal,2,2,0
718,290,Orthogonal,2,2,0
719,290,Orthogonal,2,2,0
720,290,Orthogonal,2,2,0
721,290,Orthogonal,2,2,0
722,290,Orthogonal,2,2,0
723,290,Orthogonal,2,2,0
724,290,Orthogonal,2,2,0
725,290,Orthogonal,2,2,0
726,290,Orthogonal,2,2,0
727,290,Both,3,2,1
728,290,Both,3,2,1
729,290,Both,3,2,1
730,290,Orthogonal,2,2,0
731,290,Orthogonal,2,2,0
732,290,Orthogonal,2,2,0
733,290,Orthogonal,2,2,0
734,290,Orthogonal,2,2,0
735,290,Both,3,2,1
736,290,Orthogonal,2,2,0
737,290,Orthogonal,2,2,0
738,290,Orthogonal,2,2,0
739,290,Both,3,2,1
740,290,Orthogonal,2,2,0
741,290,Orthogonal,2,2,0
742,290,Orthogonal,2,2,0
743,290,Both,4,3,1
744,290,Orthogonal,2,2,0
745,290,Orthogonal,2,2,0
746,290,Orthogonal,2,2,0
747,290,Orthogonal,2,2,0
748,290,Orthogonal,2,2,0
749,290,Both,3,2,1
750,290,Orthogonal,2,2,0
751,290,Both,3,2,1
752,290,Orthogonal,2,2,0
753,290,Orthogonal,2,2,0
754,290,Orthogonal,2,2,0
755,290,Orthogonal,2,2,0
756,290,Orthogonal,2,2,0
757,290,Orthogonal,2,2,0
758,290,Orthogonal,2,2,0
759,290,Orthogonal,2,2,0
760,290,Both,3,2,1
761,290,Orthogonal,2,2,0
762,290,Orthogonal,2,2,0
763,290,Orthogonal,2,2,0
764,290,Orthogonal,2,2,0
765,290,Orthogonal,2,2,0
766,290,Orthogonal,2,2,0
767,290,Orthogonal,2,2,0
768,290,Orthogonal,3,3,0
769,290,Orthogonal,2,2,0
770,290,Orthogonal,2,2,0
771,290,Orthogonal,2,2,0
772,290,Orthogonal,2,2,0
773,290,Orthogonal,2,2,0
774,290,Orthogonal,2,2,0
775,290,Orthogonal,2,2,0
776,290,Orthogonal,2,2,0
777,290,Orthogonal,2,2,0
778,290,Orthogonal,2,2,0
779,290,Orthogonal,2,2,0
780,290,Orthogonal,2,2,0
781,290,Orthogonal,2,2,0
782,290,Orthogonal,2,2,0
783,290,Orthogonal,2,2,0
784,290,Orthogonal,2,2,0
785,290,Orthogonal,2,2,0
786,290,Both,3,2,1
787,290,Both,3,2,1
788,290,Orthogonal,3,3,0
789,290,Orthogonal,2,2,0
790,290,Combination,2,1,1
795,290,Orthogonal,2,2,0
797,290,Orthogonal,2,2,0
798,290,Orthogonal,2,2,0
806,290,Combination,2,1,1
810,290,Combination,2,1,1
814,290,Orthogonal,2,2,0
821,290,Orthogonal,2,2,0
823,290,Combination,2,1,1
833,290,Orthogonal,2,2,0
838,290,Combination,2,1,1
840,290,Orthogonal,2,2,0
863,290,Diagonal,2,0,2
77,291,Orthogonal,2,2,0
260,291,Diagonal,2,0,2
283,291,Combination,2,1,1
290,291,Combination,2,1,1
305,291,Diagonal,2,0,2
355,291,Orthogonal,2,2,0
503,291,Diagonal,2,0,2
610,291,Combination,2,1,1
664,291,Diagonal,2,0,2
788,291,Combination,2,1,1
862,291,Diagonal,2,0,2
23,292,Orthogonal,2,2,0
32,292,Orthogonal,2,2,0
43,292,Combination,2,1,1
46,292,Orthogonal,2,2,0
72,292,Combination,2,1,1
77,292,Orthogonal,3,3,0
107,292,Combination,2,1,1
110,292,Orthogonal,2,2,0
121,292,Orthogonal,2,2,0
124,292,Orthogonal,2,2,0
163,292,Both,3,2,1
166,292,Combination,2,1,1
169,292,Combination,2,1,1
182,292,Orthogonal,2,2,0
201,292,Orthogonal,2,2,0
205,292,Orthogonal,2,2,0
228,292,Orthogonal,2,2,0
236,292,Combination,2,1,1
238,292,Orthogonal,2,2,0
242,292,Combination,2,1,1
254,292,Combination,2,1,1
258,292,Orthogonal,2,2,0
260,292,Combination,2,1,1
261,292,Combination,3,1,2
264,292,Orthogonal,2,2,0
266,292,Combination,2,1,1
267,292,Combination,2,1,1
273,292,Combination,2,1,1
276,292,Combination,2,1,1
281,292,Orthogonal,2,2,0
283,292,Orthogonal,2,2,0
284,292,Combination,2,1,1
286,292,Orthogonal,2,2,0
288,292,Orthogonal,2,2,0
290,292,Both,3,2,1
291,292,Combination,2,1,1
293,292,Combination,2,1,1
294,292,Combination,2,1,1
298,292,Combination,2,1,1
301,292,Combination,2,1,1
302,292,Combination,2,1,1
304,292,Combination,2,1,1
306,292,Combination,2,1,1
312,292,Combination,2,1,1
330,292,Combination,2,1,1
337,292,Orthogonal,2,2,0
339,292,Combination,2,1,1
341,292,Combination,2,1,1
345,292,Combination,2,1,1
346,292,Orthogonal,2,2,0
348,292,Combination,2,1,1
349,292,Combination,2,1,1
355,292,Orthogonal,3,3,0
363,292,Combination,2,1,1
369,292,Combination,2,1,1
372,292,Combination,2,1,1
375,292,Orthogonal,2,2,0
386,292,Combination,2,1,1
393,292,Orthogonal,2,2,0
404,292,Orthogonal,2,2,0
420,292,Orthogonal,2,2,0
425,292,Orthogonal,2,2,0
432,292,Combination,2,1,1
433,292,Combination,2,1,1
439,292,Combination,2,1,1
449,292,Orthogonal,2,2,0
452,292,Orthogonal,2,2,0
454,292,Combination,2,1,1
456,292,Orthogonal,2,2,0
462,292,Orthogonal,2,2,0
479,292,Combination,2,1,1
482,292,Orthogonal,2,2,0
502,292,Combination,3,1,2
504,292,Combination,3,1,2
513,292,Orthogonal,2,2,0
515,292,Orthogonal,2,2,0
524,292,Combination,2,1,1
530,292,Orthogonal,2,2,0
534,292,Orthogonal,2,2,0
535,292,Orthogonal,2,2,0
536,292,Orthogonal,2,2,0
538,292,Combination,2,1,1
546,292,Combination,2,1,1
548,292,Orthogonal,2,2,0
555,292,Combination,2,1,1
560,292,Orthogonal,2,2,0
564,292,Combination,2,1,1
571,292,Combination,2,1,1
582,292,Combination,3,1,2
592,292,Orthogonal,2,2,0
599,292,Orthogonal,2,2,0
610,292,Orthogonal,2,2,0
611,292,Combination,2,1,1
613,292,Both,3,2,1
615,292,Orthogonal,2,2,0
617,292,Combination,2,1,1
626,292,Combination,2,1,1
628,292,Orthogonal,2,2,0
634,292,Combination,2,1,1
645,292,Combination,2,1,1
662,292,Combination,2,1,1
663,292,Combination,3,1,2
665,292,Orthogonal,2,2,0
667,292,Combination,2,1,1
673,292,Both,3,2,1
681,292,Combination,2,1,1
684,292,Combination,2,1,1
685,292,Combination,2,1,1
686,292,Orthogonal,2,2,0
696,292,Combination,2,1,1
705,292,Combination,2,1,1
709,292,Combination,2,1,1
725,292,Combination,2,1,1
726,292,Combination,2,1,1
727,292,Combination,2,1,1
733,292,Combination,2,1,1
737,292,Combination,2,1,1
741,292,Combination,2,1,1
743,292,Orthogonal,2,2,0
747,292,Combination,2,1,1
749,292,Combination,2,1,1
758,292,Combination,2,1,1
768,292,Orthogonal,2,2,0
784,292,Combination,2,1,1
788,292,Both,3,2,1
789,292,Combination,2,1,1
795,292,Orthogonal,2,2,0
797,292,Orthogonal,2,2,0
798,292,Orthogonal,2,2,0
804,292,Combination,2,1,1
808,292,Combination,2,1,1
814,292,Orthogonal,2,2,0
821,292,Combination,2,1,1
861,292,Combination,3,1,2
77,293,Orthogonal,2,2,0
262,293,Diagonal,2,0,2
303,293,Diagonal,2,0,2
346,293,Combination,2,1,1
355,293,Orthogonal,2,2,0
503,293,Diagonal,2,0,2
612,293,Diagonal,2,0,2
662,293,Diagonal,2,0,2
686,293,Combination,2,1,1
860,293,Diagonal,2,0,2
77,294,Orthogonal,2,2,0
238,294,Combination,2,1,1
263,294,Diagonal,2,0,2
286,294,Combination,2,1,1
355,294,Orthogonal,2,2,0
452,294,Combination,2,1,1
536,294,Combination,2,1,1
548,294,Combination,2,1,1
613,294,Combination,2,1,1
615,294,Combination,2,1,1
628,294,Combination,2,1,1
661,294,Diagonal,2,0,2
665,294,Combination,2,1,1
859,294,Diagonal,2,0,2
46,295,Combination,2,1,1
77,295,Orthogonal,2,2,0
110,295,Combination,2,1,1
264,295,Combination,3,1,2
301,295,Diagonal,2,0,2
355,295,Orthogonal,2,2,0
366,295,Diagonal,2,0,2
375,295,Combination,2,1,1
436,295,Diagonal,2,0,2
535,295,Combination,2,1,1
610,295,Combination,2,1,1
614,295,Diagonal,2,0,2
660,295,Diagonal,2,0,2
833,295,Combination,2,1,1
858,295,Combination,3,1,2
77,296,Orthogonal,2,2,0
258,296,Combination,2,1,1
264,296,Combination,2,1,1
265,296,Diagonal,2,0,2
288,296,Combination,2,1,1
355,296,Orthogonal,2,2,0
534,296,Combination,2,1,1
560,296,Combination,2,1,1
613,296,Combination,2,1,1
615,296,Combination,2,1,1
630,296,Diagonal,2,0,2
659,296,Diagonal,2,0,2
743,296,Combination,2,1,1
857,296,Diagonal,2,0,2
77,297,Both,3,2,1
266,297,Diagonal,2,0,2
281,297,Combination,2,1,1
299,297,Diagonal,2,0,2
346,297,Combination,2,1,1
355,297,Orthogonal,2,2,0
449,297,Combination,2,1,1
658,297,Diagonal,2,0,2
856,297,Combination,3,1,2
77,298,Orthogonal,2,2,0
267,298,Diagonal,2,0,2
290,298,Combination,2,1,1
355,298,Both,3,2,1
530,298,Combination,2,1,1
628,298,Combination,2,1,1
657,298,Diagonal,2,0,2
743,298,Combination,2,1,1
795,298,Combination,2,1,1
798,298,Combination,2,1,1
855,298,Diagonal,2,0,2
77,299,Orthogonal,2,2,0
268,299,Diagonal,2,0,2
283,299,Combination,2,1,1
297,299,Diagonal,2,0,2
337,299,Combination,2,1,1
346,299,Combination,2,1,1
355,299,Both,3,2,1
393,299,Combination,2,1,1
531,299,Diagonal,2,0,2
548,299,Combination,2,1,1
610,299,Combination,2,1,1
656,299,Diagonal,2,0,2
797,299,Combination,2,1,1
814,299,Combination,2,1,1
854,299,Diagonal,2,0,2
77,300,Orthogonal,2,2,0
269,300,Diagonal,2,0,2
281,300,Combination,2,1,1
355,300,Orthogonal,2,2,0
375,300,Orthogonal,2,2,0
394,300,Combination,2,1,1
530,300,Combination,2,1,1
655,300,Diagonal,2,0,2
665,300,Combination,2,1,1
673,300,Combination,2,1,1
797,300,Combination,2,1,1
853,300,Diagonal,2,0,2
77,301,Orthogonal,2,2,0
270,301,Diagonal,2,0,2
355,301,Orthogonal,2,2,0
375,301,Orthogonal,2,2,0
555,301,Diagonal,2,0,2
654,301,Diagonal,2,0,2
795,301,Combination,2,1,1
798,301,Combination,2,1,1
852,301,Diagonal,2,0,2
77,302,Orthogonal,2,2,0
264,302,Both,3,2,1
270,302,Combination,2,1,1
271,302,Combination,3,1,2
276,302,Combination,2,1,1
277,302,Combination,2,1,1
281,302,Orthogonal,2,2,0
283,302,Both,3,2,1
286,302,Both,3,2,1
288,302,Orthogonal,2,2,0
290,302,Orthogonal,2,2,0
294,302,Combination,3,1,2
300,302,Combination,2,1,1
301,302,Combination,2,1,1
303,302,Combination,2,1,1
304,302,Combination,2,1,1
308,302,Combination,2,1,1
311,302,Combination,2,1,1
312,302,Combination,2,1,1
316,302,Combination,2,1,1
322,302,Combination,2,1,1
337,302,Orthogonal,2,2,0
340,302,Combination,2,1,1
346,302,Orthogonal,2,2,0
349,302,Combination,2,1,1
351,302,Combination,2,1,1
355,302,Both,4,3,1
358,302,Combination,2,1,1
359,302,Combination,3,1,2
373,302,Combination,2,1,1
375,302,Orthogonal,3,3,0
382,302,Combination,2,1,1
383,302,Orthogonal,2,2,0
393,302,Orthogonal,2,2,0
394,302,Orthogonal,2,2,0
396,302,Combination,2,1,1
404,302,Orthogonal,2,2,0
420,302,Orthogonal,2,2,0
424,302,Combination,2,1,1
425,302,Orthogonal,2,2,0
429,302,Combination,2,1,1
442,302,Combination,2,1,1
443,302,Combination,2,1,1
444,302,Combination,2,1,1
449,302,Orthogonal,2,2,0
452,302,Orthogonal,2,2,0
456,302,Orthogonal,2,2,0
462,302,Orthogonal,2,2,0
469,302,Combination,2,1,1
482,302,Orthogonal,2,2,0
492,302,Combination,2,1,1
494,302,Combination,2,1,1
512,302,Combination,2,1,1
514,302,Combination,2,1,1
515,302,Orthogonal,2,2,0
528,302,Combination,2,1,1
530,302,Orthogonal,2,2,0
534,302,Both,3,2,1
535,302,Orthogonal,2,2,0
536,302,Orthogonal,2,2,0
592,302,Combination,2,1,1
653,302,Diagonal,2,0,2
686,302,Combination,2,1,1
695,302,Diagonal,2,0,2
798,302,Combination,2,1,1
851,302,Diagonal,2,0,2
77,303,Orthogonal,2,2,0
272,303,Diagonal,2,0,2
355,303,Orthogonal,2,2,0
375,303,Orthogonal,2,2,0
383,303,Combination,2,1,1
425,303,Combination,2,1,1
443,303,Diagonal,2,0,2
515,303,Combination,2,1,1
535,303,Combination,2,1,1
560,303,Combination,2,1,1
652,303,Diagonal,2,0,2
673,303,Combination,2,1,1
797,303,Combination,2,1,1
850,303,Diagonal,2,0,2
77,304,Orthogonal,2,2,0
273,304,Diagonal,2,0,2
288,304,Combination,2,1,1
355,304,Orthogonal,2,2,0
357,304,Diagonal,2,0,2
375,304,Both,3,2,1
536,304,Combination,2,1,1
651,304,Diagonal,2,0,2
849,304,Diagonal,2,0,2
77,305,Orthogonal,2,2,0
182,305,Combination,2,1,1
274,305,Diagonal,2,0,2
286,305,Combination,2,1,1
355,305,Orthogonal,2,2,0
375,305,Orthogonal,2,2,0
515,305,Combination,2,1,1
650,305,Diagonal,2,0,2
795,305,Combination,2,1,1
848,305,Diagonal,2,0,2
77,306,Orthogonal,2,2,0
121,306,Combination,2,1,1
275,306,Diagonal,2,0,2
281,306,Combination,2,1,1
290,306,Combination,3,1,2
355,306,Both,4,2,2
375,306,Orthogonal,2,2,0
425,306,Combination,2,1,1
560,306,Combination,2,1,1
568,306,Combination,2,1,1
599,306,Combination,2,1,1
649,306,Diagonal,2,0,2
847,306,Diagonal,2,0,2
77,307,Orthogonal,2,2,0
276,307,Diagonal,2,0,2
281,307,Combination,2,1,1
288,307,Combination,2,1,1
354,307,Diagonal,2,0,2
355,307,Orthogonal,2,2,0
375,307,Orthogonal,2,2,0
648,307,Diagonal,2,0,2
743,307,Combination,2,1,1
768,307,Combination,2,1,1
821,307,Combination,2,1,1
846,307,Diagonal,2,0,2
77,308,Orthogonal,2,2,0
182,308,Combination,2,1,1
258,308,Combination,2,1,1
277,308,Diagonal,2,0,2
283,308,Combination,2,1,1
288,308,Combination,2,1,1
346,308,Combination,2,1,1
355,308,Both,3,2,1
375,308,Orthogonal,2,2,0
449,308,Combination,2,1,1
548,308,Combination,2,1,1
647,308,Diagonal,2,0,2
665,308,Combination,2,1,1
768,308,Combination,2,1,1
788,308,Combination,2,1,1
805,308,Diagonal,2,0,2
845,308,Diagonal,2,0,2
77,309,Orthogonal,2,2,0
124,309,Combination,2,1,1
278,309,Diagonal,2,0,2
283,309,Combination,2,1,1
290,309,Combination,2,1,1
355,309,Orthogonal,2,2,0
375,309,Orthogonal,2,2,0
449,309,Combination,2,1,1
462,309,Combination,2,1,1
521,309,Diagonal,2,0,2
599,309,Combination,2,1,1
628,309,Combination,3,1,2
646,309,Diagonal,2,0,2
844,309,Diagonal,2,0,2
861,309,Combination,2,1,1
77,310,Orthogonal,2,2,0
279,310,Diagonal,2,0,2
286,310,Combination,2,1,1
355,310,Orthogonal,2,2,0
375,310,Orthogonal,2,2,0
404,310,Combination,2,1,1
520,310,Diagonal,2,0,2
564,310,Diagonal,2,0,2
599,310,Combination,2,1,1
644,310,Diagonal,2,0,2
645,310,Diagonal,2,0,2
765,310,Combination,2,1,1
766,310,Combination,2,1,1
768,310,Orthogonal,2,2,0
770,310,Combination,2,1,1
786,310,Combination,2,1,1
788,310,Orthogonal,2,2,0
790,310,Combination,2,1,1
795,310,Orthogonal,2,2,0
797,310,Orthogonal,2,2,0
798,310,Orthogonal,2,2,0
803,310,Combination,2,1,1
807,310,Combination,2,1,1
814,310,Orthogonal,2,2,0
818,310,Combination,2,1,1
821,310,Orthogonal,2,2,0
833,310,Orthogonal,2,2,0
843,310,Combination,3,1,2
856,310,Orthogonal,2,2,0
858,310,Orthogonal,2,2,0
860,310,Combination,2,1,1
861,310,Orthogonal,2,2,0
892,310,Orthogonal,2,2,0
77,311,Orthogonal,2,2,0
182,311,Combination,2,1,1
280,311,Diagonal,2,0,2
285,311,Diagonal,2,0,2
286,311,Combination,2,1,1
355,311,Orthogonal,2,2,0
375,311,Orthogonal,2,2,0
420,311,Combination,2,1,1
452,311,Combination,2,1,1
536,311,Combination,2,1,1
615,311,Combination,2,1,1
644,311,Diagonal,2,0,2
665,311,Combination,2,1,1
673,311,Combination,2,1,1
686,311,Combination,2,1,1
842,311,Diagonal,2,0,2
77,312,Orthogonal,2,2,0
281,312,Combination,3,1,2
286,312,Combination,2,1,1
355,312,Orthogonal,2,2,0
375,312,Orthogonal,2,2,0
383,312,Combination,2,1,1
434,312,Diagonal,2,0,2
452,312,Combination,2,1,1
482,312,Combination,2,1,1
535,312,Combination,2,1,1
544,312,Diagonal,2,0,2
643,312,Diagonal,2,0,2
768,312,Combination,2,1,1
788,312,Combination,2,1,1
841,312,Diagonal,2,0,2
858,312,Combination,2,1,1
77,313,Orthogonal,2,2,0
281,313,Combination,2,1,1
282,313,Diagonal,2,0,2
283,313,Combination,2,1,1
288,313,Combination,2,1,1
355,313,Orthogonal,2,2,0
375,313,Orthogonal,2,2,0
393,313,Combination,2,1,1
534,313,Combination,2,1,1
592,313,Combination,2,1,1
613,313,Combination,2,1,1
642,313,Diagonal,2,0,2
